,CustDesc,ShipToName,SAddr1,SAddr2,SCity,SSt,SZip,InvoiceNo,InvoiceDate,Name,WorkCode,TermsCode,SubTotal,SalesTaxChgs,ShippingChgs,InvoiceTotal,AmtPaidSoFar,BalanceDue,E2_Customer_Key,E2_Customer_Key2,CustDesc,DateEnt,pymtstatus,QuoteNo,E2_Invoice__c,RowNum_Of_Source_File,LoadedByPython,LoadDate,Source_File,PreviousModDate
336,"Brahma Group, Inc","Brahma Group, Inc","1841 S. Horne
",,Mesa,AZ,85204,SCC_39675,2019-07-22,SCC_39675 - 2019-07-22,LIQUID,NET 30,Nofield,0.0,0.0,400.0,400.0,Balance Due,SCC_4926,SCC_4926,"Brahma Group, Inc",2019-07-25 13:12:05.430,P,QuoteNo,SCC_30027,337,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2020-02-21
337,MILLING MACHINE (MMI),MILLING MACHINE (MMI),"1042 S. Lewis
",,Mesa,AZ,85210,SCC_39676,2019-07-24,SCC_39676 - 2019-07-24,LIQUID,NET 30,Nofield,0.0,0.0,5512.5,5512.5,Balance Due,SCC_4898,SCC_4898,MILLING MACHINE (MMI),2019-07-25 13:12:15.170,P,QuoteNo,SCC_30028,338,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2020-02-21
338,MILLING MACHINE (MMI),MILLING MACHINE (MMI),"1042 S. Lewis
",,Mesa,AZ,85210,SCC_39677,2019-07-20,SCC_39677 - 2019-07-20,LIQUID,NET 30,Nofield,0.0,0.0,7103.0,7103.0,Balance Due,SCC_4898,SCC_4898,MILLING MACHINE (MMI),2019-07-25 13:12:46.440,P,QuoteNo,SCC_30029,339,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2020-02-21
339,MILLING MACHINE (MMI),MILLING MACHINE (MMI),"1042 S. Lewis
",,Mesa,AZ,85210,SCC_39678,2019-07-23,SCC_39678 - 2019-07-23,LIQUID,NET 30,Nofield,0.0,0.0,5567.0,5567.0,Balance Due,SCC_4898,SCC_4898,MILLING MACHINE (MMI),2019-07-25 13:16:54.770,P,QuoteNo,SCC_30030,340,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2020-02-21
340,MILLING MACHINE (MMI),MILLING MACHINE (MMI),"1042 S. Lewis
",,Mesa,AZ,85210,SCC_39679,2019-07-24,SCC_39679 - 2019-07-24,LIQUID,NET 30,Nofield,0.0,0.0,5512.0,5512.0,Balance Due,SCC_4898,SCC_4898,MILLING MACHINE (MMI),2019-07-25 13:26:26.087,P,QuoteNo,SCC_30031,341,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2020-02-21
341,MILLING MACHINE (MMI),MILLING MACHINE (MMI),"1042 S. Lewis
",,Mesa,AZ,85210,SCC_39680,2019-07-23,SCC_39680 - 2019-07-23,LIQUID,NET 30,Nofield,0.0,0.0,5512.5,5512.5,Balance Due,SCC_4898,SCC_4898,MILLING MACHINE (MMI),2019-07-25 13:27:43.177,P,QuoteNo,SCC_30032,342,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2020-02-21
342,MILLING MACHINE (MMI),MILLING MACHINE (MMI),"1042 S. Lewis
",,Mesa,AZ,85210,SCC_39681,2019-07-26,SCC_39681 - 2019-07-26,LIQUID,NET 30,Nofield,0.0,0.0,4418.0,4418.0,Balance Due,SCC_4898,SCC_4898,MILLING MACHINE (MMI),2019-07-26 13:11:01.057,P,QuoteNo,SCC_30033,343,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2020-02-21
343,"COPPER CONSTRUCTION SERVICE,IN","COPPER CONSTRUCTION SERVICE,IN","1908 N. Rosemont
",,Mesa,AZ,85205,SCC_39682,2019-07-26,SCC_39682 - 2019-07-26,LIQUID,NET 30,Nofield,0.0,0.0,1200.0,1200.0,Balance Due,SCC_4901,SCC_4901,"COPPER CONSTRUCTION SERVICE,IN",2019-07-26 14:50:04.970,P,QuoteNo,SCC_30034,344,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2020-02-21
344,MILLING MACHINE (MMI),MILLING MACHINE (MMI),"1042 S. Lewis
",,Mesa,AZ,85210,SCC_39683,2019-07-30,SCC_39683 - 2019-07-30,LIQUID,NET 30,Nofield,0.0,0.0,4953.0,4953.0,Balance Due,SCC_4898,SCC_4898,MILLING MACHINE (MMI),2019-08-01 13:23:28.743,P,QuoteNo,SCC_30035,345,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2020-02-21
345,MILLING MACHINE (MMI),MILLING MACHINE (MMI),"1042 S. Lewis
",,Mesa,AZ,85210,SCC_39684,2019-07-30,SCC_39684 - 2019-07-30,LIQUID,NET 30,Nofield,0.0,0.0,0.0,0.0,Balance Due,SCC_4898,SCC_4898,MILLING MACHINE (MMI),2019-08-01 13:42:30.183,P,QuoteNo,SCC_30036,346,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2020-02-21
346,MILLING MACHINE (MMI),MILLING MACHINE (MMI),"1042 S. Lewis
",,Mesa,AZ,85210,SCC_39685,2019-07-30,SCC_39685 - 2019-07-30,LIQUID,NET 30,Nofield,0.0,0.0,195.0,195.0,Balance Due,SCC_4898,SCC_4898,MILLING MACHINE (MMI),2019-08-01 13:44:51.363,P,QuoteNo,SCC_30037,347,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2020-02-21
347,MILLING MACHINE (MMI),MILLING MACHINE (MMI),"1042 S. Lewis
",,Mesa,AZ,85210,SCC_39686,2019-08-02,SCC_39686 - 2019-08-02,LIQUID,NET 30,Nofield,0.0,0.0,5328.0,5328.0,Balance Due,SCC_4898,SCC_4898,MILLING MACHINE (MMI),2019-08-02 14:33:52.637,P,QuoteNo,SCC_30038,348,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2020-02-21
348,"COPPER CONSTRUCTION SERVICE,IN","COPPER CONSTRUCTION SERVICE,IN","1908 N. Rosemont
",,Mesa,AZ,85205,SCC_39687,2019-08-06,SCC_39687 - 2019-08-06,LIQUID,NET 30,Nofield,0.0,0.0,1600.0,1600.0,Balance Due,SCC_4901,SCC_4901,"COPPER CONSTRUCTION SERVICE,IN",2019-08-08 12:00:03.583,P,QuoteNo,SCC_30039,349,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2020-02-21
349,MILLING MACHINE (MMI),MILLING MACHINE (MMI),"1042 S. Lewis
",,Mesa,AZ,85210,SCC_39688,2019-08-07,SCC_39688 - 2019-08-07,LIQUID,NET 30,Nofield,0.0,0.0,5542.0,5542.0,Balance Due,SCC_4898,SCC_4898,MILLING MACHINE (MMI),2019-08-08 13:21:30.110,P,QuoteNo,SCC_30040,350,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2020-02-21
350,Currier Construction,Currier,36N 56th st,,Phoenix,AZ,85034,SCC_39689,2019-08-08,SCC_39689 - 2019-08-08,LIQUID,NET 30,Nofield,0.0,0.0,1825.0,1825.0,Balance Due,SCC_4890,SCC_4890,Currier Construction,2019-08-08 13:36:38.090,P,QuoteNo,SCC_30041,351,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2020-02-21
351,MILLING MACHINE (MMI),MILLING MACHINE (MMI),"1042 S. Lewis
",,Mesa,AZ,85210,SCC_39691,2019-08-09,SCC_39691 - 2019-08-09,LIQUID,NET 30,Nofield,0.0,0.0,3605.0,3605.0,Balance Due,SCC_4898,SCC_4898,MILLING MACHINE (MMI),2019-08-13 11:41:43.940,P,QuoteNo,SCC_30042,352,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2020-02-21
352,Schuff Steel Management Co.,Schuff Steel Management Co.,"4320 E. Presidio St.
Suite #111",Suite #111,Mesa,AZ,85215,SCC_39690AW,2019-08-09,SCC_39690AW - 2019-08-09,LIQUID,NET 30,Nofield,0.0,0.0,13140.0,13140.0,Balance Due,SCC_4932,SCC_4932,Schuff Steel Management Co.,2019-08-13 11:47:16.873,P,QuoteNo,SCC_30043,353,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2020-04-20
353,MILLING MACHINE (MMI),MILLING MACHINE (MMI),"1042 S. Lewis
",,Mesa,AZ,85210,SCC_39694,2019-08-15,SCC_39694 - 2019-08-15,LIQUID,NET 30,Nofield,0.0,0.0,375.0,375.0,Balance Due,SCC_4898,SCC_4898,MILLING MACHINE (MMI),2019-08-15 13:02:18.197,P,QuoteNo,SCC_30044,354,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2020-02-21
354,"COPPER CONSTRUCTION SERVICE,IN","COPPER CONSTRUCTION SERVICE,IN","1908 N. Rosemont
",,Mesa,AZ,85205,SCC_39695,2019-08-15,SCC_39695 - 2019-08-15,LIQUID,NET 30,Nofield,0.0,0.0,1600.0,1600.0,Balance Due,SCC_4901,SCC_4901,"COPPER CONSTRUCTION SERVICE,IN",2019-08-15 13:07:02.120,P,QuoteNo,SCC_30045,355,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2020-02-21
355,MILLING MACHINE (MMI),MILLING MACHINE (MMI),"1042 S. Lewis
",,Mesa,AZ,85210,SCC_39696,2019-08-07,SCC_39696 - 2019-08-07,LIQUID,NET 30,Nofield,0.0,0.0,3067.0,3067.0,Balance Due,SCC_4898,SCC_4898,MILLING MACHINE (MMI),2019-08-15 13:11:51.260,P,QuoteNo,SCC_30046,356,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2020-02-21
356,Schuff Steel Management Co.,Schuff Steel Management Co.,"4320 E. Presidio St.
Suite #111",Suite #111,Mesa,AZ,85215,SCC_39697,2019-08-17,SCC_39697 - 2019-08-17,LIQUID,NET 30,Nofield,0.0,0.0,21423.0,21423.0,Balance Due,SCC_4932,SCC_4932,Schuff Steel Management Co.,2019-08-19 12:05:01.773,P,QuoteNo,SCC_30049,357,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2020-04-20
357,Schuff Steel Management Co.,Schuff Steel Management Co.,"4320 E. Presidio St.
Suite #111",Suite #111,Mesa,AZ,85215,SCC_39698,2019-08-17,SCC_39698 - 2019-08-17,LIQUID,NET 30,Nofield,0.0,0.0,0.0,0.0,Balance Due,SCC_4932,SCC_4932,Schuff Steel Management Co.,2019-08-19 12:10:53.457,P,QuoteNo,SCC_30050,358,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2020-04-20
358,MILLING MACHINE (MMI),MILLING MACHINE (MMI),"1042 S. Lewis
",,Mesa,AZ,85210,SCC_39699,2019-08-12,SCC_39699 - 2019-08-12,LIQUID,NET 30,Nofield,0.0,0.0,782.0,782.0,Balance Due,SCC_4898,SCC_4898,MILLING MACHINE (MMI),2019-08-19 12:56:39.493,P,QuoteNo,SCC_30051,359,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2020-02-21
359,DESERT COATING SOLUTION LLC,DESERT COATING SOLUTION LLC,"
",,,  ,,SCC_39700,2019-08-17,SCC_39700 - 2019-08-17,LIQUID,DUE ON RECEI,Nofield,0.0,0.0,1522.5,1522.5,Balance Due,SCC_4916,SCC_4916,DESERT COATING SOLUTION LLC,2019-08-19 12:58:11.720,P,QuoteNo,SCC_30052,360,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2020-02-21
360,DESERT COATING SOLUTION LLC,DESERT COATING SOLUTION LLC,"
",,,  ,,SCC_39701,2019-08-17,SCC_39701 - 2019-08-17,LIQUID,DUE ON RECEI,Nofield,0.0,0.0,5230.0,5230.0,Balance Due,SCC_4916,SCC_4916,DESERT COATING SOLUTION LLC,2019-08-19 12:59:47.747,P,QuoteNo,SCC_30053,361,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2020-02-21
361,MILLING MACHINE (MMI),MILLING MACHINE (MMI),"1042 S. Lewis
",,Mesa,AZ,85210,SCC_39702,2019-08-15,SCC_39702 - 2019-08-15,LIQUID,NET 30,Nofield,0.0,0.0,2523.0,2523.0,Balance Due,SCC_4898,SCC_4898,MILLING MACHINE (MMI),2019-08-19 12:59:58.283,P,QuoteNo,SCC_30054,362,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2020-02-21
362,Schuff Steel Management Co.,Schuff Steel Management Co.,"4320 E. Presidio St.
Suite #111",Suite #111,Mesa,AZ,85215,SCC_39703,2019-08-20,SCC_39703 - 2019-08-20,LIQUID,NET 30,Nofield,0.0,0.0,5115.6,5115.6,Balance Due,SCC_4932,SCC_4932,Schuff Steel Management Co.,2019-08-23 10:49:36.980,P,QuoteNo,SCC_30055,363,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2020-04-20
363,Schuff Steel Management Co.,Schuff Steel Management Co.,"4320 E. Presidio St.
Suite #111",Suite #111,Mesa,AZ,85215,SCC_39704,2019-08-23,SCC_39704 - 2019-08-23,LIQUID,NET 30,Nofield,0.0,0.0,2385.0,2385.0,Balance Due,SCC_4932,SCC_4932,Schuff Steel Management Co.,2019-08-26 15:40:02.603,P,QuoteNo,SCC_30056,364,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2020-04-20
364,Schuff Steel Management Co.,Schuff Steel Management Co.,"4320 E. Presidio St.
Suite #111",Suite #111,Mesa,AZ,85215,SCC_39664CR,2019-08-29,SCC_39664CR - 2019-08-29,LIQUID,NET 30,Nofield,0.0,0.0,-223.0,-223.0,Balance Due,SCC_4932,SCC_4932,Schuff Steel Management Co.,2019-08-29 09:33:44.937,P,QuoteNo,SCC_30057,365,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2020-04-20
365,MILLING MACHINE (MMI),MILLING MACHINE (MMI),"1042 S. Lewis
",,Mesa,AZ,85210,SCC_39705,2019-08-28,SCC_39705 - 2019-08-28,LIQUID,NET 30,Nofield,0.0,0.0,1065.0,1065.0,Balance Due,SCC_4898,SCC_4898,MILLING MACHINE (MMI),2019-08-29 11:53:18.157,P,QuoteNo,SCC_30058,366,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2020-02-21
366,Chris Cartlidge,Chris Cartlidge,"
",,Phoenix,AZ,,SCC_39706,2019-08-23,SCC_39706 - 2019-08-23,BLAST,DUE ON RECEI,Nofield,0.0,0.0,0.0,0.0,Balance Due,SCC_4943,SCC_4943,Chris Cartlidge,2019-08-30 13:51:33.873,P,QuoteNo,SCC_30059,367,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2020-02-21
367,Currier Construction,Currier,"36N 56th st
",,Phoenix,AZ,85034,SCC_39708,2019-08-30,SCC_39708 - 2019-08-30,LIQUID,NET 30,Nofield,0.0,0.0,2500.0,2500.0,Balance Due,SCC_4890,SCC_4890,Currier Construction,2019-09-03 14:20:10.437,P,QuoteNo,SCC_30060,368,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2020-02-21
368,Schuff Steel Management Co.,Schuff Steel Management Co.,"4320 E. Presidio St.
Suite #111",Suite #111,Mesa,AZ,85215,SCC_39707,2019-08-30,SCC_39707 - 2019-08-30,LIQUID,NET 30,Nofield,0.0,0.0,7562.0,7562.0,Balance Due,SCC_4932,SCC_4932,Schuff Steel Management Co.,2019-09-03 14:20:28.117,P,QuoteNo,SCC_30061,369,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2020-04-20
369,Schuff Steel Management Co.,Schuff Steel Management Co.,"4320 E. Presidio St.
Suite #111",Suite #111,Mesa,AZ,85215,SCC_39709,2019-09-03,SCC_39709 - 2019-09-03,LIQUID,NET 30,Nofield,0.0,0.0,780.0,780.0,Balance Due,SCC_4932,SCC_4932,Schuff Steel Management Co.,2019-09-06 14:23:49.863,P,QuoteNo,SCC_30062,370,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2020-04-20
370,Castle Steel,Castle Steel,"3828 N 35th Ave
",,Phoenix,AZ,85017,SCC_39710,2019-09-09,SCC_39710 - 2019-09-09,LIQUID,NET 30,Nofield,0.0,0.0,355.0,355.0,Balance Due,SCC_4891,SCC_4891,Castle Steel,2019-09-12 15:38:45.143,P,QuoteNo,SCC_30063,371,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2020-02-21
371,Currier Construction,Currier,"36N 56th st
",,Phoenix,AZ,85034,SCC_39711,2019-09-10,SCC_39711 - 2019-09-10,LIQUID,NET 30,Nofield,0.0,0.0,220.0,220.0,Balance Due,SCC_4890,SCC_4890,Currier Construction,2019-09-12 15:39:23.520,P,QuoteNo,SCC_30064,372,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2020-02-21
372,Rick - MMI,Rick - MMI,"
",,,  ,,SCC_39712,2019-09-18,SCC_39712 - 2019-09-18,LIQUID,DUE ON RECEI,Nofield,0.0,0.0,600.0,600.0,Balance Due,SCC_4945,SCC_4945,Rick - MMI,2019-09-18 14:43:30.210,P,QuoteNo,SCC_30065,373,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2020-02-21
373,DESERT COATING SOLUTION LLC,DESERT COATING SOLUTION LLC,,,,  ,,SCC_39713,2019-09-16,SCC_39713 - 2019-09-16,BLAST,DUE ON RECEI,Nofield,0.0,0.0,750.0,750.0,Balance Due,SCC_4916,SCC_4916,DESERT COATING SOLUTION LLC,2019-09-18 15:13:47.853,P,QuoteNo,SCC_30066,374,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2020-02-26
374,DESERT COATING SOLUTION LLC,DESERT COATING SOLUTION LLC,,,,  ,,SCC_39714,2019-09-16,SCC_39714 - 2019-09-16,BLAST,DUE ON RECEI,Nofield,0.0,0.0,708.0,708.0,Balance Due,SCC_4916,SCC_4916,DESERT COATING SOLUTION LLC,2019-09-18 15:17:18.470,P,QuoteNo,SCC_30067,375,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2020-02-26
375,"COPPER CONSTRUCTION SERVICE,IN","COPPER CONSTRUCTION SERVICE,IN","1908 N. Rosemont
",,Mesa,AZ,85205,SCC_39715,2019-09-16,SCC_39715 - 2019-09-16,LIQUID,NET 30,Nofield,0.0,0.0,3000.0,3000.0,Balance Due,SCC_4901,SCC_4901,"COPPER CONSTRUCTION SERVICE,IN",2019-09-18 15:18:31.930,P,QuoteNo,SCC_30068,376,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2020-02-21
376,DESERT COATING SOLUTION LLC,DESERT COATING SOLUTION LLC,,,,  ,,SCC_39716,2019-09-16,SCC_39716 - 2019-09-16,LIQUID,DUE ON RECEI,Nofield,0.0,0.0,2385.0,2385.0,Balance Due,SCC_4916,SCC_4916,DESERT COATING SOLUTION LLC,2019-09-18 15:20:27.590,P,QuoteNo,SCC_30069,377,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2020-02-26
377,DESERT COATING SOLUTION LLC,DESERT COATING SOLUTION LLC,,,,  ,,SCC_39717,2019-09-13,SCC_39717 - 2019-09-13,BLAST,DUE ON RECEI,Nofield,0.0,0.0,1455.0,1455.0,Balance Due,SCC_4916,SCC_4916,DESERT COATING SOLUTION LLC,2019-09-18 15:21:32.020,P,QuoteNo,SCC_30070,378,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2020-02-26
378,Schuff Steel Management Co.,Schuff Steel Management Co.,"4320 E. Presidio St.
Suite #111",Suite #111,Mesa,AZ,85215,SCC_39718,2019-09-17,SCC_39718 - 2019-09-17,LIQUID,NET 30,Nofield,0.0,0.0,1240.0,1240.0,Balance Due,SCC_4932,SCC_4932,Schuff Steel Management Co.,2019-09-18 15:25:23.483,P,QuoteNo,SCC_30071,379,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2020-04-20
379,Schuff Steel Management Co.,Schuff Steel Management Co.,"4320 E. Presidio St.
Suite #111",Suite #111,Mesa,AZ,85215,SCC_39719,2019-09-18,SCC_39719 - 2019-09-18,LIQUID,NET 30,Nofield,0.0,0.0,18125.0,18125.0,Balance Due,SCC_4932,SCC_4932,Schuff Steel Management Co.,2019-09-18 15:28:16.477,P,QuoteNo,SCC_30072,380,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2020-04-20
380,Currier Construction,Currier,"36N 56th st
",,Phoenix,AZ,85034,SCC_39619CR,2019-09-24,SCC_39619CR - 2019-09-24,LIQUID,NET 30,Nofield,0.0,0.0,-550.0,-550.0,Balance Due,SCC_4890,SCC_4890,Currier Construction,2019-09-24 16:34:24.843,P,QuoteNo,SCC_30073,381,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2020-02-21
381,Fire Up Fredom,Fire Up Fredom,"
",,,  ,,SCC_39720,2019-09-26,SCC_39720 - 2019-09-26,LIQUID,DUE ON RECEI,Nofield,0.0,0.0,6000.0,6000.0,Balance Due,SCC_4946,SCC_4946,Fire Up Fredom,2019-09-26 13:39:36.817,P,QuoteNo,SCC_30074,382,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2020-02-21
382,Schuff Steel Management Co.,Schuff Steel Management Co.,"4320 E. Presidio St.
Suite #111",Suite #111,Mesa,AZ,85215,SCC_39721,2019-09-27,SCC_39721 - 2019-09-27,LIQUID,NET 30,Nofield,0.0,0.0,8095.0,8095.0,Balance Due,SCC_4932,SCC_4932,Schuff Steel Management Co.,2019-10-01 07:12:40.033,P,QuoteNo,SCC_30075,383,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2020-04-20
383,DESERT COATING SOLUTION LLC,DESERT COATING SOLUTION LLC,,,,  ,,SCC_39722,2019-09-19,SCC_39722 - 2019-09-19,BLAST,DUE ON RECEI,Nofield,0.0,0.0,950.0,950.0,Balance Due,SCC_4916,SCC_4916,DESERT COATING SOLUTION LLC,2019-10-01 07:18:35.023,P,QuoteNo,SCC_30076,384,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2020-02-26
384,Ensolutions Inc,Ensolutions Inc,"
",,,  ,,SCC_39723,2019-10-04,SCC_39723 - 2019-10-04,LIQUID,NET 30,Nofield,0.0,0.0,23550.0,23550.0,Balance Due,SCC_4941,SCC_4941,Ensolutions Inc,2019-10-07 15:35:46.937,P,QuoteNo,SCC_30077,385,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2020-02-21
385,MILLING MACHINE (MMI),MILLING MACHINE (MMI),"1042 S. Lewis
",,Mesa,AZ,85210,SCC_39724,2019-10-08,SCC_39724 - 2019-10-08,LIQUID,NET 30,Nofield,0.0,0.0,0.0,0.0,Balance Due,SCC_4898,SCC_4898,MILLING MACHINE (MMI),2019-10-09 15:32:43.567,P,QuoteNo,SCC_30078,386,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2020-02-21
386,MILLING MACHINE (MMI),MILLING MACHINE (MMI),"1042 S. Lewis
",,Mesa,AZ,85210,SCC_39725,2019-10-08,SCC_39725 - 2019-10-08,LIQUID,NET 30,Nofield,0.0,0.0,8327.6,8327.6,Balance Due,SCC_4898,SCC_4898,MILLING MACHINE (MMI),2019-10-09 15:33:54.920,P,QuoteNo,SCC_30079,387,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2020-02-21
387,KT Fab,KT Fab,"501 E Comstock Drive
",,Chandler,AZ,85225,SCC_39726,2019-10-11,SCC_39726 - 2019-10-11,LIQUID,NET 30,Nofield,0.0,0.0,1078.13,1078.13,Balance Due,SCC_4948,SCC_4948,KT Fab,2019-10-14 09:15:37.467,P,QuoteNo,SCC_30080,388,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2020-02-21
388,MILLING MACHINE (MMI),MILLING MACHINE (MMI),"1042 S. Lewis
",,Mesa,AZ,85210,SCC_39727,2019-10-11,SCC_39727 - 2019-10-11,LIQUID,NET 30,Nofield,0.0,0.0,4680.0,4680.0,Balance Due,SCC_4898,SCC_4898,MILLING MACHINE (MMI),2019-10-14 09:24:43.300,P,QuoteNo,SCC_30081,389,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2020-02-21
389,Schuff Steel Management Co.,Schuff Steel Management Co.,"4320 E. Presidio St.
Suite #111",Suite #111,Mesa,AZ,85215,SCC_39728,2019-10-15,SCC_39728 - 2019-10-15,LIQUID,NET 30,Nofield,0.0,0.0,2230.0,2230.0,Balance Due,SCC_4932,SCC_4932,Schuff Steel Management Co.,2019-10-18 07:18:35.250,P,QuoteNo,SCC_30082,390,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2020-04-20
390,Schuff Steel Management Co.,Schuff Steel Management Co.,"4320 E. Presidio St.
Suite #111",Suite #111,Mesa,AZ,85215,SCC_39729,2019-10-15,SCC_39729 - 2019-10-15,LIQUID,NET 30,Nofield,0.0,0.0,2450.0,2450.0,Balance Due,SCC_4932,SCC_4932,Schuff Steel Management Co.,2019-10-18 07:28:18.243,P,QuoteNo,SCC_30083,391,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2020-04-20
391,Schuff Steel Management Co.,Schuff Steel Management Co.,"4320 E. Presidio St.
Suite #111",Suite #111,Mesa,AZ,85215,SCC_39730,2019-10-15,SCC_39730 - 2019-10-15,LIQUID,NET 30,Nofield,0.0,0.0,7289.0,7289.0,Balance Due,SCC_4932,SCC_4932,Schuff Steel Management Co.,2019-10-18 07:55:30.313,P,QuoteNo,SCC_30084,392,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2020-04-20
392,Schuff Steel Management Co.,Schuff Steel Management Co.,"4320 E. Presidio St.
Suite #111",Suite #111,Mesa,AZ,85215,SCC_39731,2019-10-15,SCC_39731 - 2019-10-15,LIQUID,NET 30,Nofield,0.0,0.0,5350.0,5350.0,Balance Due,SCC_4932,SCC_4932,Schuff Steel Management Co.,2019-10-18 07:59:03.657,P,QuoteNo,SCC_30085,393,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2020-04-20
393,Schuff Steel Management Co.,Schuff Steel Management Co.,"4320 E. Presidio St.
Suite #111",Suite #111,Mesa,AZ,85215,SCC_39732,2019-10-15,SCC_39732 - 2019-10-15,LIQUID,NET 30,Nofield,0.0,0.0,5430.0,5430.0,Balance Due,SCC_4932,SCC_4932,Schuff Steel Management Co.,2019-10-18 08:21:54.160,P,QuoteNo,SCC_30086,394,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2020-04-20
394,KT Fab,KT Fab,"501 E Comstock Drive
",,Chandler,AZ,85225,SCC_39737,2019-10-21,SCC_39737 - 2019-10-21,LIQUID,NET 30,Nofield,0.0,0.0,1629.5,1629.5,Balance Due,SCC_4948,SCC_4948,KT Fab,2019-10-22 07:16:41.657,P,QuoteNo,SCC_30087,395,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2020-02-21
395,KT Fab,KT Fab,"501 E Comstock Drive
",,Chandler,AZ,85225,SCC_39736,2019-10-17,SCC_39736 - 2019-10-17,LIQUID,NET 30,Nofield,0.0,0.0,1305.0,1305.0,Balance Due,SCC_4948,SCC_4948,KT Fab,2019-10-22 07:18:01.247,P,QuoteNo,SCC_30088,396,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2020-02-21
396,Felix Construction,Felix Construction,"11140 N 136th Ave
",,Surprise,AZ,85379,SCC_39733,2019-10-19,SCC_39733 - 2019-10-19,LIQUID,NET 30,Nofield,0.0,0.0,37795.0,37795.0,Balance Due,SCC_4947,SCC_4947,Felix Construction,2019-10-22 07:18:52.633,P,QuoteNo,SCC_30089,397,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2020-02-21
397,Currier Construction,Currier,"36N 56th st
",,Phoenix,AZ,85034,SCC_39734,2019-10-21,SCC_39734 - 2019-10-21,LIQUID,NET 30,Nofield,0.0,0.0,2750.0,2750.0,Balance Due,SCC_4890,SCC_4890,Currier Construction,2019-10-22 07:19:55.290,P,QuoteNo,SCC_30090,398,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2020-02-21
