Error,﻿CustDesc,ShipToName,SAddr1,SAddr2,SCity,SSt,SZip,InvoiceNo,InvoiceDate,WorkCode,TermsCode,SubTotal,SalesTaxChgs,ShippingChgs,InvoiceTotal,AmtPaidSoFar,BalanceDue,E2_Customer_Key,E2_Customer_Key2,CustDesc,DateEnt,pymtstatus,QuoteNo,E2_Invoice__c
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUlIAN, current value is 001Dn00000PjIYbIAN:Account__c --,MILLING MACHINE (MMI),MILLING MACHINE (MMI),1042 S. Lewis  ,,Mesa,AZ,85210,39407,10/8/2018,LIQUID,DUE ON RECEI,Nofield,0,0,2500,2500,Balance Due,SCC_4898,SCC_4898,MILLING MACHINE (MMI),NULL,P,QuoteNo,29727
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUnIAN, current value is 001Dn00000PjHiqIAF:Account__c --,CAPITOL ENGINEERING CO,CAPITAL ENGINEERING CO,742 E SOUTHERN PACIFIC DRIVE  ,,Phoenix,AZ,85034,39410,10/8/2018,LIQUID,DUE ON RECEI,Nofield,0,0,4790,4790,Balance Due,SCC_4900,SCC_4900,CAPITOL ENGINEERING CO,44:16.5,P,QuoteNo,29728
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUeIAN, current value is 001Dn00000PjIcJIAV:Account__c --,Castle Steel,Castle Steel,3828 N 35th Ave  ,,Phoenix,AZ,85017,39411,10/12/2018,LIQUID,NET 30,Nofield,0,0,9400,9400,Balance Due,SCC_4891,SCC_4891,Castle Steel,NULL,P,QuoteNo,29729
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUoIAN, current value is 001Dn00000PjIcJIAV:Account__c --,"COPPER CONSTRUCTION SERVICE,IN","COPPER CONSTRUCTION SERVICE,IN",1908 N. Rosemont  ,,Mesa,AZ,85205,39412,10/11/2018,LIQUID,DUE ON RECEI,Nofield,0,0,2000,2000,Balance Due,SCC_4901,SCC_4901,"COPPER CONSTRUCTION SERVICE,IN",NULL,P,QuoteNo,29730
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUsIAN, current value is 001Dn00000PjJM4IAN:Account__c --,Schuff Steel,Schuff Steel,4320 E. Presidio St. Suite 111  ,,Mesa,AZ,85215,39409,10/9/2018,,DUE ON RECEI,Nofield,0,0,551.25,551.25,Balance Due,SCC_4907,SCC_4907,Schuff Steel,NULL,P,QuoteNo,29731
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUkIAN, current value is 001Dn00000PjIDrIAN:Account__c --,OLT Fabrication,OLT Fabrication,2301 West Broadway  ,,Phoenix,AZ,85041,39413,10/22/2018,LIQUID,NET 30,Nofield,0,0,6425.5,6425.5,Balance Due,SCC_4897,SCC_4897,OLT Fabrication,NULL,P,QuoteNo,29732
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUlIAN, current value is 001Dn00000PjIDrIAN:Account__c --,MILLING MACHINE (MMI),MILLING MACHINE (MMI),1042 S. Lewis  ,,Mesa,AZ,85210,39414,10/19/2018,LIQUID,DUE ON RECEI,Nofield,0,0,640,640,Balance Due,SCC_4898,SCC_4898,MILLING MACHINE (MMI),NULL,P,QuoteNo,29733
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUlIAN, current value is 001Dn00000PjJO3IAN:Account__c --,MILLING MACHINE (MMI),MILLING MACHINE (MMI),1042 S. Lewis  ,,Mesa,AZ,85210,39415,10/19/2018,LIQUID,DUE ON RECEI,Nofield,0,0,11520,11520,Balance Due,SCC_4898,SCC_4898,MILLING MACHINE (MMI),NULL,P,QuoteNo,29734
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUlIAN, current value is 001Dn00000PjJO3IAN:Account__c --,MILLING MACHINE (MMI),MILLING MACHINE (MMI),1042 S. Lewis  ,,Mesa,AZ,85210,39416,10/15/2018,LIQUID,DUE ON RECEI,Nofield,0,0,1400,1400,Balance Due,SCC_4898,SCC_4898,MILLING MACHINE (MMI),NULL,P,QuoteNo,29735
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUlIAN, current value is 001Dn00000PjJO3IAN:Account__c --,MILLING MACHINE (MMI),MILLING MACHINE (MMI),1042 S. Lewis  ,,Mesa,AZ,85210,39417,10/17/2018,LIQUID,DUE ON RECEI,Nofield,0,0,6840,6840,Balance Due,SCC_4898,SCC_4898,MILLING MACHINE (MMI),47:04.4,P,QuoteNo,29736
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUgIAN, current value is 001Dn00000PjHiqIAF:Account__c --,Professional Piping Systems,Professional Piping Systems,406 E. Pioneer St.  ,,Phoenix,AZ,85040,39420,10/24/2018,LIQUID,NET 30,Nofield,0,0,340,340,Balance Due,SCC_4893,SCC_4893,Professional Piping Systems,NULL,P,QuoteNo,29737
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUtIAN, current value is 001Dn00000PjHiqIAF:Account__c --,Advanced Metal Sales LLC,Advanced Metal Sales LLC,21605 N 26th Ave  ,,Phoenix,AZ,85027,39422,10/25/2018,LIQUID,NET 30,Nofield,0,0,4340,4340,Balance Due,SCC_4908,SCC_4908,Advanced Metal Sales LLC,NULL,P,QuoteNo,29738
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUlIAN, current value is 001Dn00000PjJO3IAN:Account__c --,MILLING MACHINE (MMI),MILLING MACHINE (MMI),1042 S. Lewis  ,,Mesa,AZ,85210,39421,10/26/2018,LIQUID,DUE ON RECEI,Nofield,0,0,1495.65,1495.65,Balance Due,SCC_4898,SCC_4898,MILLING MACHINE (MMI),NULL,P,QuoteNo,29739
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUdIAN, current value is 001Dn00000PjIKoIAN:Account__c --,Currier Construction,Currier,36N 56th st  ,,Phoenix,AZ,85034,39423,10/29/2018,LIQUID,DUE ON RECEI,Nofield,0,0,280,280,Balance Due,SCC_4890,SCC_4890,Currier Construction,NULL,P,QuoteNo,29740
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUlIAN, current value is 001Dn00000PjICDIA3:Account__c --,MILLING MACHINE (MMI),MILLING MACHINE (MMI),1042 S. Lewis  ,,Mesa,AZ,85210,39424,10/26/2018,LIQUID,DUE ON RECEI,Nofield,0,0,1962.3,1962.3,Balance Due,SCC_4898,SCC_4898,MILLING MACHINE (MMI),NULL,P,QuoteNo,29741
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUlIAN, current value is 001Dn00000PjIieIAF:Account__c --,MILLING MACHINE (MMI),MILLING MACHINE (MMI),1042 S. Lewis  ,,Mesa,AZ,85210,39426,10/29/2018,LIQUID,DUE ON RECEI,Nofield,0,0,949.5,949.5,Balance Due,SCC_4898,SCC_4898,MILLING MACHINE (MMI),NULL,P,QuoteNo,29742
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUqIAN, current value is 001Dn00000PjIU5IAN:Account__c --,PCL Construction,PCL Construction,  ,,,  ,,39427,11/3/2018,LIQUID,DUE ON RECEI,Nofield,0,0,2230,2230,Balance Due,SCC_4904,SCC_4904,PCL Construction,14:01.4,P,QuoteNo,29743
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUxIAN, current value is 001Dn00000PjIxhIAF:Account__c --,Alstate Steel,Alstate Steel,5343 Mohave Street  ,,Phoenix,AZ,85043,39428,11/2/2018,LIQUID,NET 30,Nofield,0,0,2382.5,2382.5,Balance Due,SCC_4912,SCC_4912,Alstate Steel,NULL,P,QuoteNo,29744
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUgIAN, current value is 001Dn00000PjIF6IAN:Account__c --,Professional Piping Systems,Professional Piping Systems,406 E. Pioneer St.  ,,Phoenix,AZ,85040,39429,11/1/2018,LIQUID,NET 30,Nofield,0,0,5841,5841,Balance Due,SCC_4893,SCC_4893,Professional Piping Systems,14:46.6,P,QuoteNo,29745
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUxIAN, current value is 001Dn00000PjIdXIAV:Account__c --,Alstate Steel,Alstate Steel,5343 Mohave Street  ,,Phoenix,AZ,85043,39430,11/2/2018,LIQUID,NET 30,Nofield,0,0,4818,4818,Balance Due,SCC_4912,SCC_4912,Alstate Steel,NULL,P,QuoteNo,29746
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUxIAN, current value is 001Dn00000PjIk0IAF:Account__c --,Alstate Steel,Alstate Steel,5343 Mohave Street  ,,Phoenix,AZ,85043,39431,11/2/2018,LIQUID,NET 30,Nofield,0,0,1277.15,1277.15,Balance Due,SCC_4912,SCC_4912,Alstate Steel,15:43.1,P,QuoteNo,29747
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUlIAN, current value is 001Dn00000PjIJsIAN:Account__c --,MILLING MACHINE (MMI),MILLING MACHINE (MMI),1042 S. Lewis  ,,Mesa,AZ,85210,39432,11/5/2018,LIQUID,DUE ON RECEI,Nofield,0,0,1250,1250,Balance Due,SCC_4898,SCC_4898,MILLING MACHINE (MMI),NULL,P,QuoteNo,29748
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUgIAN, current value is 001Dn00000PjIVuIAN:Account__c --,Professional Piping Systems,Professional Piping Systems,406 E. Pioneer St.  ,,Phoenix,AZ,85040,39433,11/7/2018,LIQUID,NET 30,Nofield,0,0,2167,2167,Balance Due,SCC_4893,SCC_4893,Professional Piping Systems,NULL,P,QuoteNo,29749
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUxIAN, current value is 001Dn00000PjIVuIAN:Account__c --,Alstate Steel,Alstate Steel,5343 Mohave Street  ,,Phoenix,AZ,85043,39435,11/2/2018,LIQUID,NET 30,Nofield,0,0,6865.85,6865.85,Balance Due,SCC_4912,SCC_4912,Alstate Steel,NULL,P,QuoteNo,29750
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUlIAN, current value is 001Dn00000PjIGYIA3:Account__c --,MILLING MACHINE (MMI),MILLING MACHINE (MMI),1042 S. Lewis  ,,Mesa,AZ,85210,39434,11/5/2018,LIQUID,DUE ON RECEI,Nofield,0,0,438,438,Balance Due,SCC_4898,SCC_4898,MILLING MACHINE (MMI),NULL,P,QuoteNo,29751
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJV0IAN, current value is 001Dn00000PjIcJIAV:Account__c --,DESERT COATING SOLUTION LLC,DESERT COATING SOLUTION LLC,  ,,,  ,,39436,11/10/2018,LIQUID,DUE ON RECEI,Nofield,0,0,900,900,Balance Due,SCC_4916,SCC_4916,DESERT COATING SOLUTION LLC,10:06.8,P,QuoteNo,29752
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUgIAN, current value is 001Dn00000PjIKZIA3:Account__c --,Professional Piping Systems,Professional Piping Systems,406 E. Pioneer St.  ,,Phoenix,AZ,85040,39437,11/9/2018,LIQUID,NET 30,Nofield,0,0,1850,1850,Balance Due,SCC_4893,SCC_4893,Professional Piping Systems,NULL,P,QuoteNo,29753
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUdIAN, current value is 001Dn00000PjIjNIAV:Account__c --,Currier Construction,Currier,36N 56th st  ,,Phoenix,AZ,85034,39438,11/9/2018,LIQUID,DUE ON RECEI,Nofield,0,0,700,700,Balance Due,SCC_4890,SCC_4890,Currier Construction,NULL,P,QuoteNo,29754
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUyIAN, current value is 001Dn00000PjIjNIAV:Account__c --,Tenshon,Tenshon,8743 E. Pecos Rd. Suite #122  ,,Mesa,AZ,85212,39439,11/8/2018,LIQUID,NET 30,Nofield,0,0,9800,9800,Balance Due,SCC_4914,SCC_4914,Tenshon,NULL,P,QuoteNo,29755
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUgIAN, current value is 001Dn00000PjIjNIAV:Account__c --,Professional Piping Systems,Professional Piping Systems,406 E. Pioneer St.  ,,Phoenix,AZ,85040,39497CR,11/13/2018,LIQUID,NET 30,Nofield,0,0,-3508.5,-3508.5,Balance Due,SCC_4893,SCC_4893,Professional Piping Systems,NULL,P,QuoteNo,29756
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUlIAN, current value is 001Dn00000PjIjzIAF:Account__c --,MILLING MACHINE (MMI),MILLING MACHINE (MMI),1042 S. Lewis  ,,Mesa,AZ,85210,39440,11/14/2018,LIQUID,DUE ON RECEI,Nofield,0,0,6287.1,6287.1,Balance Due,SCC_4898,SCC_4898,MILLING MACHINE (MMI),NULL,P,QuoteNo,29757
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUgIAN, current value is 001Dn00000PjIKZIA3:Account__c --,Professional Piping Systems,Professional Piping Systems,406 E. Pioneer St.  ,,Phoenix,AZ,85040,39442,11/12/2018,LIQUID,NET 30,Nofield,0,0,700,700,Balance Due,SCC_4893,SCC_4893,Professional Piping Systems,NULL,P,QuoteNo,29758
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUyIAN, current value is 001Dn00000PjJJUIA3:Account__c --,Tenshon,Tenshon,8743 E. Pecos Rd. Suite #122  ,,Mesa,AZ,85212,39441,11/13/2018,LIQUID,NET 30,Nofield,0,0,9450,9450,Balance Due,SCC_4914,SCC_4914,Tenshon,NULL,P,QuoteNo,29759
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUqIAN, current value is 001Dn00000PjHrqIAF:Account__c --,PCL Construction,PCL Construction,  ,,,  ,,39443,11/19/2018,LIQUID,DUE ON RECEI,Nofield,0,0,9878,9878,Balance Due,SCC_4904,SCC_4904,PCL Construction,NULL,P,QuoteNo,29760
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUlIAN, current value is 001Dn00000PjJMhIAN:Account__c --,MILLING MACHINE (MMI),MILLING MACHINE (MMI),1042 S. Lewis  ,,Mesa,AZ,85210,39444,11/19/2018,LIQUID,NET 30,Nofield,0,0,864,864,Balance Due,SCC_4898,SCC_4898,MILLING MACHINE (MMI),NULL,P,QuoteNo,29764
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUsIAN, current value is 001Dn00000PjHeDIAV:Account__c --,Schuff Steel,Schuff Steel,4320 E. Presidio St. Suite 111  ,,Mesa,AZ,85215,39408,10/9/2018,LIQUID,NET 30,Nofield,0,0,1370,1370,Balance Due,SCC_4907,SCC_4907,Schuff Steel,NULL,P,QuoteNo,29767
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUsIAN, current value is 001Dn00000PjJO3IAN:Account__c --,Schuff Steel,Schuff Steel,4320 E. Presidio St. Suite 111  ,,Mesa,AZ,85215,39398,9/27/2018,LIQUID,NET 30,Nofield,0,0,75,75,Balance Due,SCC_4907,SCC_4907,Schuff Steel,NULL,P,QuoteNo,29768
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUsIAN, current value is 001Dn00000PjJO3IAN:Account__c --,Schuff Steel,Schuff Steel,4320 E. Presidio St. Suite 111  ,,Mesa,AZ,85215,39445,11/16/2018,LIQUID,NET 30,Nofield,0,0,938,938,Balance Due,SCC_4907,SCC_4907,Schuff Steel,NULL,P,QuoteNo,29769
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUsIAN, current value is 001Dn00000PjJO3IAN:Account__c --,Schuff Steel,Schuff Steel,4320 E. Presidio St. Suite 111  ,,Mesa,AZ,85215,39449,11/19/2018,LIQUID,NET 30,Nofield,0,0,1710,1710,Balance Due,SCC_4907,SCC_4907,Schuff Steel,20:41.2,P,QuoteNo,29770
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUsIAN, current value is 001Dn00000PjJO3IAN:Account__c --,Schuff Steel,Schuff Steel,4320 E. Presidio St. Suite 111  ,,Mesa,AZ,85215,39446,11/19/2018,LIQUID,NET 30,Nofield,0,0,1260,1260,Balance Due,SCC_4907,SCC_4907,Schuff Steel,NULL,P,QuoteNo,29771
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUsIAN, current value is 001Dn00000PjJO3IAN:Account__c --,Schuff Steel,Schuff Steel,4320 E. Presidio St. Suite 111  ,,Mesa,AZ,85215,39448,11/16/2018,LIQUID,NET 30,Nofield,0,0,6690,6690,Balance Due,SCC_4907,SCC_4907,Schuff Steel,NULL,P,QuoteNo,29772
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUlIAN, current value is 001Dn00000PjIXyIAN:Account__c --,MILLING MACHINE (MMI),MILLING MACHINE (MMI),1042 S. Lewis  ,,Mesa,AZ,85210,39450,11/26/2018,LIQUID,NET 30,Nofield,0,0,7410,7410,Balance Due,SCC_4898,SCC_4898,MILLING MACHINE (MMI),NULL,P,QuoteNo,29773
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUlIAN, current value is 001Dn00000PjIiLIAV:Account__c --,MILLING MACHINE (MMI),MILLING MACHINE (MMI),1042 S. Lewis  ,,Mesa,AZ,85210,39451,11/21/2018,LIQUID,NET 30,Nofield,0,0,5394.35,5394.35,Balance Due,SCC_4898,SCC_4898,MILLING MACHINE (MMI),NULL,P,QuoteNo,29774
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUlIAN, current value is 001Dn00000PjIjWIAV:Account__c --,MILLING MACHINE (MMI),MILLING MACHINE (MMI),1042 S. Lewis  ,,Mesa,AZ,85210,39452,11/21/2018,LIQUID,DUE ON RECEI,Nofield,0,0,5718.1,5718.1,Balance Due,SCC_4898,SCC_4898,MILLING MACHINE (MMI),NULL,P,QuoteNo,29775
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUlIAN, current value is 001Dn00000PjIjWIAV:Account__c --,MILLING MACHINE (MMI),MILLING MACHINE (MMI),1042 S. Lewis  ,,Mesa,AZ,85210,39453,11/21/2018,LIQUID,NET 30,Nofield,0,0,0,0,Balance Due,SCC_4898,SCC_4898,MILLING MACHINE (MMI),NULL,P,QuoteNo,29776
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUgIAN, current value is 001Dn00000PjICpIAN:Account__c --,Professional Piping Systems,Professional Piping Systems,406 E. Pioneer St.  ,,Phoenix,AZ,85040,39454,11/26/2018,LIQUID,NET 30,Nofield,0,0,1800,1800,Balance Due,SCC_4893,SCC_4893,Professional Piping Systems,NULL,P,QuoteNo,29777
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUlIAN, current value is 001Dn00000PjICpIAN:Account__c --,MILLING MACHINE (MMI),MILLING MACHINE (MMI),1042 S. Lewis  ,,Mesa,AZ,85210,39455,11/26/2018,LIQUID,NET 30,Nofield,0,0,4275,4275,Balance Due,SCC_4898,SCC_4898,MILLING MACHINE (MMI),NULL,P,QuoteNo,29778
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUzIAN, current value is 001Dn00000PjICpIAN:Account__c --,YELLOW JACKET DRILLING,YELLOW JACKET DRILLING,P.O. BOX 801  ,,Gilbert,AZ,85299,39456,11/24/2018,LIQUID,NET 30,Nofield,0,0,694,694,Balance Due,SCC_4915,SCC_4915,YELLOW JACKET DRILLING,NULL,P,QuoteNo,29779
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUlIAN, current value is 001Dn00000PjICpIAN:Account__c --,MILLING MACHINE (MMI),MILLING MACHINE (MMI),1042 S. Lewis  ,,Mesa,AZ,85210,39457,11/26/2018,LIQUID,NET 30,Nofield,0,0,220,220,Balance Due,SCC_4898,SCC_4898,MILLING MACHINE (MMI),NULL,P,QuoteNo,29780
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUdIAN, current value is 001Dn00000PjICpIAN:Account__c --,Currier Construction,Currier,36N 56th st  ,,Phoenix,AZ,85034,39458,11/22/2018,LIQUID,DUE ON RECEI,Nofield,0,0,300,300,Balance Due,SCC_4890,SCC_4890,Currier Construction,10:20.8,P,QuoteNo,29781
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUoIAN, current value is 001Dn00000PjICpIAN:Account__c --,"COPPER CONSTRUCTION SERVICE,IN","COPPER CONSTRUCTION SERVICE,IN",1908 N. Rosemont  ,,Mesa,AZ,85205,39459,11/26/2018,LIQUID,DUE ON RECEI,Nofield,0,0,1800,1800,Balance Due,SCC_4901,SCC_4901,"COPPER CONSTRUCTION SERVICE,IN",NULL,P,QuoteNo,29782
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUpIAN, current value is 001Dn00000PjICpIAN:Account__c --,Mountainscapers LLC.,Mountainscapers LLC.,1312 E. Kaler Drive  ,,Phoenix,AZ,85020,39460,11/22/2018,LIQUID,NET 30,Nofield,0,0,470,470,Balance Due,SCC_4902,SCC_4902,Mountainscapers LLC.,NULL,P,QuoteNo,29783
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUoIAN, current value is 001Dn00000PjICpIAN:Account__c --,"COPPER CONSTRUCTION SERVICE,IN","COPPER CONSTRUCTION SERVICE,IN",1908 N. Rosemont  ,,Mesa,AZ,85205,39461,11/26/2018,LIQUID,DUE ON RECEI,Nofield,0,0,1800,1800,Balance Due,SCC_4901,SCC_4901,"COPPER CONSTRUCTION SERVICE,IN",NULL,P,QuoteNo,29784
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUqIAN, current value is 001Dn00000PjICpIAN:Account__c --,PCL Construction,PCL Construction,  ,,,  ,,39447,11/19/2018,LIQUID,NET 30,Nofield,0,0,5121.69,5121.69,Balance Due,SCC_4904,SCC_4904,PCL Construction,NULL,P,QuoteNo,29785
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUyIAN, current value is 001Dn00000PjICpIAN:Account__c --,Tenshon,Tenshon,8743 E. Pecos Rd. Suite #122  ,,Mesa,AZ,85212,39470,12/1/2018,LIQUID,NET 30,Nofield,0,0,8050,8050,Balance Due,SCC_4914,SCC_4914,Tenshon,NULL,P,QuoteNo,29786
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUlIAN, current value is 001Dn00000PjIMQIA3:Account__c --,MILLING MACHINE (MMI),MILLING MACHINE (MMI),1042 S. Lewis  ,,Mesa,AZ,85210,39469,11/30/2018,LIQUID,NET 30,Nofield,0,0,962,962,Balance Due,SCC_4898,SCC_4898,MILLING MACHINE (MMI),NULL,P,QuoteNo,29787
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUyIAN, current value is 001Dn00000PjJO3IAN:Account__c --,Tenshon,Tenshon,8743 E. Pecos Rd. Suite #122  ,,Mesa,AZ,85212,39467,11/28/2018,LIQUID,NET 30,Nofield,0,0,3150,3150,Balance Due,SCC_4914,SCC_4914,Tenshon,NULL,P,QuoteNo,29788
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUyIAN, current value is 001Dn00000PjICDIA3:Account__c --,Tenshon,Tenshon,8743 E. Pecos Rd. Suite #122  ,,Mesa,AZ,85212,39466,11/28/2018,LIQUID,NET 30,Nofield,0,0,2450,2450,Balance Due,SCC_4914,SCC_4914,Tenshon,NULL,P,QuoteNo,29789
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUlIAN, current value is 001Dn00000PjIVyIAN:Account__c --,MILLING MACHINE (MMI),MILLING MACHINE (MMI),1042 S. Lewis  ,,Mesa,AZ,85210,39464,11/29/2018,LIQUID,NET 30,Nofield,0,0,0,0,Balance Due,SCC_4898,SCC_4898,MILLING MACHINE (MMI),NULL,P,QuoteNo,29791
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUlIAN, current value is 001Dn00000PjIVyIAN:Account__c --,MILLING MACHINE (MMI),MILLING MACHINE (MMI),1042 S. Lewis  ,,Mesa,AZ,85210,39463,11/29/2018,LIQUID,NET 30,Nofield,0,0,9030,9030,Balance Due,SCC_4898,SCC_4898,MILLING MACHINE (MMI),NULL,P,QuoteNo,29792
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUdIAN, current value is 001Dn00000PjIICIA3:Account__c --,Currier Construction,Currier,36N 56th st  ,,Phoenix,AZ,85034,39462,11/28/2018,LIQUID,DUE ON RECEI,Nofield,0,0,550,550,Balance Due,SCC_4890,SCC_4890,Currier Construction,NULL,P,QuoteNo,29793
